SPFB.SBRF;0;23/11/12;10:00:00;8897.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8895.00000;10
SPFB.SBRF;0;23/11/12;10:00:00;8895.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8895.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8895.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8895.00000;20
SPFB.SBRF;0;23/11/12;10:00:00;8895.00000;61
SPFB.SBRF;0;23/11/12;10:00:00;8893.00000;2
SPFB.SBRF;0;23/11/12;10:00:00;8893.00000;2
SPFB.SBRF;0;23/11/12;10:00:00;8893.00000;3
SPFB.SBRF;0;23/11/12;10:00:00;8893.00000;7
SPFB.SBRF;0;23/11/12;10:00:00;8893.00000;14
SPFB.SBRF;0;23/11/12;10:00:00;8893.00000;28
SPFB.SBRF;0;23/11/12;10:00:00;8893.00000;49
SPFB.SBRF;0;23/11/12;10:00:00;8893.00000;7
SPFB.SBRF;0;23/11/12;10:00:00;8892.00000;10
SPFB.SBRF;0;23/11/12;10:00:00;8892.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8892.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8892.00000;3
SPFB.SBRF;0;23/11/12;10:00:00;8892.00000;2
SPFB.SBRF;0;23/11/12;10:00:00;8892.00000;80
SPFB.SBRF;0;23/11/12;10:00:00;8891.00000;3
SPFB.SBRF;0;23/11/12;10:00:00;8891.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8891.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8891.00000;113
SPFB.SBRF;0;23/11/12;10:00:00;8891.00000;87
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;5
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;5
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;4
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;10
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;5
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;10
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;2
SPFB.SBRF;0;23/11/12;10:00:00;8890.00000;10
SPFB.SBRF;0;23/11/12;10:00:00;8889.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8888.00000;1
SPFB.SBRF;0;23/11/12;10:00:00;8888.00000;2
SPFB.SBRF;0;23/11/12;10:00:00;8888.00000;4
SPFB.SBRF;0;23/11/12;10:00:00;8888.00000;15
